order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
3369607,2727,prior,7,2,19,19
107591,2727,prior,8,4,10,2
764581,2727,prior,9,4,10,30
3081349,2727,prior,10,5,10,1
2790403,2727,prior,11,0,7,9
1210395,2727,prior,12,3,11,24
543448,2727,prior,13,5,16,9
3351467,2727,prior,14,2,13,11
122123,2727,test,15,0,11,12
370883,2728,prior,1,6,10,
1121624,2728,prior,2,0,11,15
1669816,2728,prior,3,6,16,13
3325187,2728,prior,4,5,20,6
1199421,2728,prior,5,2,13,25
3306445,2728,prior,6,6,9,18
2469566,2728,prior,7,1,15,9
1361263,2728,prior,8,6,10,19
981220,2728,prior,9,4,6,5
700659,2728,prior,10,3,15,6
1274203,2728,prior,11,4,9,15
1729192,2728,test,12,0,15,3
759071,2729,prior,1,2,14,
128838,2729,prior,2,0,18,5
1921894,2729,prior,3,3,14,30
750205,2729,prior,4,0,13,4
2793979,2729,prior,5,2,11,16
1195928,2729,prior,6,0,14,5
1275346,2729,prior,7,1,12,30
1568901,2729,prior,8,0,16,13
435516,2729,prior,9,0,18,7
1510880,2729,prior,10,1,10,30
3053008,2729,prior,11,1,11,0
767115,2729,train,12,2,11,15
2938848,2730,prior,1,2,12,
83563,2730,prior,2,2,13,14
264227,2730,prior,3,0,16,19
705687,2730,prior,4,2,21,16
2133647,2730,prior,5,4,10,30
413333,2730,prior,6,0,16,24
2784999,2730,train,7,2,14,30
519515,2731,prior,1,4,18,
646798,2731,prior,2,0,15,3
1776158,2731,prior,3,5,19,5
1031355,2731,prior,4,6,19,1
2969939,2731,prior,5,1,17,2
67083,2731,prior,6,2,19,15
2702785,2731,prior,7,0,18,5
974708,2731,prior,8,5,20,5
1755968,2731,train,9,0,18,2
2501079,2732,prior,1,0,9,
1111806,2732,prior,2,5,16,19
3190864,2732,prior,3,6,22,22
74833,2732,prior,4,6,15,7
2975175,2732,prior,5,0,7,8
1258850,2732,prior,6,0,12,30
2967283,2732,prior,7,6,21,30
840544,2732,prior,8,0,11,30
2399278,2732,train,9,0,8,14
2710985,2733,prior,1,2,9,
484985,2733,prior,2,2,9,0
1482185,2733,prior,3,0,13,5
802150,2733,prior,4,4,14,4
1550800,2733,prior,5,0,17,24
3006920,2733,prior,6,1,18,8
3265834,2733,train,7,0,12,6
945135,2734,prior,1,6,13,
2831649,2734,prior,2,6,0,7
2810934,2734,prior,3,5,16,6
1172747,2734,prior,4,3,22,12
2546752,2734,prior,5,5,15,9
3415992,2734,prior,6,5,21,7
2797029,2734,prior,7,6,21,15
3264395,2734,prior,8,6,12,7
2920350,2734,prior,9,1,22,9
834510,2734,test,10,2,13,8
971140,2735,prior,1,4,9,
290977,2735,prior,2,1,8,4
1720988,2735,prior,3,4,8,3
1906266,2735,prior,4,2,8,5
1687236,2735,prior,5,3,8,1
2476477,2735,prior,6,3,14,0
1053274,2735,prior,7,4,15,1
198149,2735,prior,8,1,13,4
2949173,2735,prior,9,2,9,1
2208689,2735,prior,10,5,16,3
452018,2735,prior,11,2,11,4
372206,2735,prior,12,4,16,2
596229,2735,prior,13,3,10,6
2336986,2735,prior,14,5,10,2
1564114,2735,prior,15,1,9,3
1704765,2735,prior,16,5,12,4
1735958,2735,prior,17,2,9,4
1589174,2735,prior,18,2,13,7
2296805,2735,prior,19,3,9,1
3063885,2735,prior,20,5,9,2
2220829,2735,prior,21,1,11,3
1818804,2735,prior,22,4,8,3
858854,2735,prior,23,4,8,7
2991412,2735,prior,24,1,12,4
3167118,2735,prior,25,2,13,1
2841030,2735,prior,26,3,10,1
1828491,2735,prior,27,5,9,2
3047860,2735,prior,28,1,13,3
53678,2735,prior,29,2,12,1
181083,2735,prior,30,5,11,3
2855235,2735,prior,31,1,13,3
1307828,2735,prior,32,4,8,3
392333,2735,prior,33,5,17,1
528999,2735,prior,34,1,12,3
1223490,2735,prior,35,2,17,1
1699133,2735,prior,36,3,8,8
3234473,2735,prior,37,5,8,2
3096707,2735,prior,38,1,13,3
1002210,2735,prior,39,5,11,4
3148088,2735,prior,40,4,10,6
22706,2735,prior,41,1,8,4
2597885,2735,prior,42,1,13,0
1329552,2735,prior,43,2,15,8
2503557,2735,prior,44,5,9,3
3147296,2735,prior,45,1,10,3
3065623,2735,prior,46,4,13,3
2460664,2735,prior,47,3,12,6
2630255,2735,prior,48,3,10,7
3401515,2735,prior,49,3,8,7
1227702,2735,prior,50,3,9,7
814860,2735,prior,51,5,10,2
3365387,2735,prior,52,3,13,5
1115454,2735,prior,53,3,8,7
2774890,2735,prior,54,3,11,0
22474,2735,prior,55,2,13,6
899716,2735,prior,56,3,11,8
27098,2735,prior,57,3,9,7
414607,2735,prior,58,5,14,2
2998925,2735,prior,59,3,9,12
3416973,2735,prior,60,1,15,5
2594027,2735,prior,61,3,15,9
1551257,2735,prior,62,5,14,2
1324077,2735,prior,63,3,16,5
2930494,2735,prior,64,3,11,14
1705505,2735,prior,65,4,9,1
2309298,2735,prior,66,5,10,1
3316868,2735,prior,67,3,11,5
3345805,2735,prior,68,5,13,2
2981541,2735,prior,69,2,10,4
33377,2735,prior,70,4,7,2
1315053,2735,prior,71,3,10,6
2650809,2735,prior,72,4,9,1
833859,2735,prior,73,5,9,1
326687,2735,prior,74,2,10,4
3131819,2735,prior,75,4,14,2
974012,2735,prior,76,3,11,6
1581870,2735,prior,77,5,11,2
83779,2735,prior,78,1,11,3
114348,2735,prior,79,4,15,3
664704,2735,prior,80,3,10,6
903189,2735,prior,81,5,9,2
2865914,2735,prior,82,3,14,5
1169760,2735,prior,83,4,9,8
1351229,2735,prior,84,3,10,6
525291,2735,prior,85,4,11,8
555260,2735,prior,86,3,10,20
112946,2735,prior,87,3,11,7
2169913,2735,prior,88,5,11,2
1308679,2735,train,89,3,12,5
3068106,2736,prior,1,5,10,
2404006,2736,prior,2,3,9,5
3355599,2736,prior,3,4,8,8
2956590,2736,prior,4,4,11,7
1450526,2736,prior,5,5,9,8
514778,2736,prior,6,1,11,3
946435,2736,prior,7,2,13,1
2770713,2736,prior,8,4,11,2
1115713,2736,prior,9,5,10,8
3089923,2736,prior,10,4,11,6
2925545,2736,prior,11,5,8,15
1207550,2736,prior,12,4,10,30
3301086,2736,prior,13,2,10,26
3011423,2736,prior,14,1,15,30
2273681,2736,prior,15,1,8,14
2333988,2736,prior,16,1,10,21
127062,2736,train,17,2,8,22
245125,2737,prior,1,5,17,
2052732,2737,prior,2,6,16,1
1849952,2737,prior,3,0,13,1
2128395,2737,train,4,3,20,3
2453892,2738,prior,1,0,10,
214296,2738,prior,2,6,14,30
344813,2738,prior,3,5,21,6
353517,2738,prior,4,6,16,8
390930,2738,prior,5,1,19,9
201760,2738,prior,6,0,14,6
2197540,2738,prior,7,0,22,30
1686832,2738,train,8,0,20,28
2326435,2739,prior,1,3,12,
223788,2739,prior,2,2,9,30
3407015,2739,prior,3,3,12,8
792719,2739,prior,4,4,16,30
23013,2739,prior,5,5,9,29
734634,2739,prior,6,5,1,30
3056864,2739,train,7,5,13,30
3002591,2740,prior,1,3,17,
118399,2740,prior,2,0,15,4
91403,2740,prior,3,0,18,14
3420060,2740,prior,4,3,20,10
2790408,2740,prior,5,0,16,11
3211914,2740,prior,6,1,16,30
2232054,2740,prior,7,4,20,30
2109380,2740,prior,8,0,19,3
1974951,2740,prior,9,5,18,12
2481876,2740,prior,10,1,13,10
1554658,2740,prior,11,6,11,19
282307,2740,prior,12,1,8,9
373822,2740,prior,13,0,12,27
147454,2740,prior,14,0,14,14
3315433,2740,test,15,6,12,13
2128284,2741,prior,1,6,12,
2934423,2741,prior,2,1,16,2
2587856,2741,prior,3,2,14,1
1873319,2741,prior,4,6,10,4
2104362,2741,prior,5,3,23,25
1839098,2741,prior,6,2,19,6
85153,2741,prior,7,2,19,0
565081,2741,prior,8,5,20,24
2562287,2741,prior,9,6,19,30
2474794,2741,prior,10,1,16,30
2151193,2741,prior,11,6,12,12
1035312,2741,prior,12,0,20,8
1597052,2741,prior,13,3,18,17
318298,2741,test,14,2,16,20
2951373,2742,prior,1,4,15,
2256829,2742,prior,2,2,20,19
2470344,2742,prior,3,6,8,30
572820,2742,prior,4,3,12,30
195879,2742,train,5,2,21,30
1792706,2743,prior,1,3,10,
2505228,2743,prior,2,3,14,30
3096328,2743,prior,3,4,19,30
854163,2743,test,4,2,9,30
2575689,2744,prior,1,5,11,
593948,2744,prior,2,2,19,4
803707,2744,prior,3,5,11,30
2924263,2744,test,4,4,12,13
367274,2745,prior,1,1,13,
2537351,2745,prior,2,1,9,14
3192807,2745,prior,3,4,11,10
1630206,2745,prior,4,1,9,11
2761294,2745,prior,5,3,10,9
1544940,2745,prior,6,1,13,5
3417534,2745,prior,7,1,16,14
2719510,2745,prior,8,1,11,14
433179,2745,prior,9,1,15,14
2423991,2745,prior,10,2,15,15
2255455,2745,prior,11,3,13,8
3149617,2745,prior,12,3,13,7
2703783,2745,train,13,2,17,6
3205328,2746,prior,1,2,12,
2771709,2746,prior,2,3,12,8
2314147,2746,prior,3,4,14,8
1316825,2746,prior,4,1,10,30
2232349,2746,prior,5,3,14,9
2556666,2746,prior,6,3,13,14
694584,2746,train,7,3,17,30
3325355,2747,prior,1,6,16,
773320,2747,prior,2,4,17,5
2308309,2747,prior,3,4,16,14
629650,2747,prior,4,6,14,30
595852,2747,prior,5,3,15,11
1386417,2747,prior,6,4,16,22
1485851,2747,prior,7,6,16,9
2897111,2747,test,8,0,11,22
2809709,2748,prior,1,2,16,
1933158,2748,prior,2,5,15,30
3356482,2748,prior,3,3,16,12
2600886,2748,prior,4,3,13,21
3261735,2748,prior,5,4,6,30
3255164,2748,prior,6,1,16,18
3176244,2748,prior,7,3,13,16
3248532,2748,train,8,3,17,14
3349376,2749,prior,1,3,15,
1059466,2749,prior,2,3,14,30
2973446,2749,prior,3,2,11,20
2843909,2749,prior,4,2,14,21
742774,2749,prior,5,5,16,30
1135376,2749,prior,6,3,22,26
715282,2749,prior,7,5,17,16
1120114,2749,prior,8,5,17,14
2790994,2749,prior,9,3,22,30
937063,2749,test,10,4,9,30
3159118,2750,prior,1,1,18,
2457718,2750,prior,2,2,18,30
1248087,2750,prior,3,1,19,30
614274,2750,prior,4,0,18,13
82084,2750,prior,5,5,19,12
2128122,2750,prior,6,6,16,22
115271,2750,prior,7,2,20,30
2677758,2750,test,8,5,7,30
396816,2751,prior,1,4,23,
297974,2751,prior,2,0,15,30
1901576,2751,prior,3,1,11,29
940977,2751,train,4,0,17,13
3065669,2752,prior,1,4,8,
2142818,2752,prior,2,1,13,30
448655,2752,prior,3,3,11,2
888517,2752,prior,4,0,10,4
499858,2752,prior,5,5,13,26
1157012,2752,prior,6,5,12,21
662453,2752,prior,7,1,10,30
2492403,2752,train,8,0,9,27
1625438,2753,prior,1,1,13,
3190952,2753,prior,2,1,16,14
1257251,2753,prior,3,1,12,21
2329627,2753,prior,4,4,17,3
2674697,2753,prior,5,4,13,7
3347255,2753,prior,6,4,10,7
2718007,2753,prior,7,1,10,4
1497622,2753,prior,8,5,12,11
1953977,2753,train,9,6,16,29
3132099,2754,prior,1,3,10,
853965,2754,prior,2,3,10,0
1907864,2754,prior,3,0,18,4
1846627,2754,prior,4,3,15,3
2086041,2754,prior,5,4,20,1
546167,2754,prior,6,0,13,3
3235849,2754,prior,7,0,16,7
1546499,2754,prior,8,3,8,3
218830,2754,prior,9,5,19,2
2370205,2754,prior,10,0,12,2
1024703,2754,prior,11,1,13,8
513750,2754,prior,12,5,23,11
12506,2754,prior,13,6,20,1
1757504,2754,prior,14,5,16,6
646645,2754,prior,15,1,22,3
463257,2754,train,16,5,12,4
1138937,2755,prior,1,2,16,
2108868,2755,prior,2,1,13,6
302527,2755,prior,3,5,14,11
1192468,2755,prior,4,1,13,3
2963038,2755,prior,5,5,10,4
1893848,2755,prior,6,5,12,21
2725987,2755,prior,7,4,12,13
1863448,2755,prior,8,1,15,30
911461,2755,prior,9,3,11,9
260032,2755,prior,10,6,16,10
929552,2755,test,11,5,21,27
1669127,2756,prior,1,4,16,
645462,2756,prior,2,6,19,2
846936,2756,prior,3,1,12,2
2296543,2756,prior,4,5,12,4
306363,2756,prior,5,6,15,8
926774,2756,prior,6,5,11,6
2682683,2756,prior,7,2,20,11
3123446,2756,prior,8,5,19,3
164100,2756,prior,9,1,10,3
3205391,2756,prior,10,4,16,3
1983160,2756,prior,11,6,15,2
476718,2756,prior,12,4,16,5
2848812,2756,prior,13,6,8,2
1357967,2756,prior,14,1,12,2
2018463,2756,prior,15,5,13,4
2024738,2756,prior,16,0,15,2
3235673,2756,prior,17,2,13,2
1892623,2756,prior,18,0,17,5
937790,2756,prior,19,6,17,27
152371,2756,prior,20,6,15,7
3327094,2756,prior,21,3,11,4
1080870,2756,prior,22,6,15,3
1020443,2756,test,23,1,15,23
988623,2757,prior,1,1,8,
1107943,2757,prior,2,1,9,0
2014565,2757,prior,3,4,7,3
3024628,2757,prior,4,4,10,0
950209,2757,prior,5,1,9,4
2775755,2757,prior,6,1,10,0
113412,2757,prior,7,3,9,2
1728317,2757,prior,8,5,8,2
310279,2757,prior,9,1,7,3
494047,2757,prior,10,3,8,2
950731,2757,prior,11,3,10,0
2219528,2757,prior,12,1,7,5
1200405,2757,prior,13,1,10,0
2897984,2757,prior,14,3,8,2
2191953,2757,train,15,4,7,1
970993,2758,prior,1,0,10,
22435,2758,prior,2,6,17,6
3062753,2758,prior,3,2,11,3
2615534,2758,prior,4,6,16,4
1023757,2758,prior,5,2,16,3
2403241,2758,prior,6,0,23,5
1451368,2758,prior,7,6,22,27
2079230,2758,prior,8,0,17,8
984873,2758,train,9,1,14,15
1292453,2759,prior,1,5,12,
2414072,2759,prior,2,5,14,28
1794765,2759,prior,3,5,10,30
381842,2759,test,4,5,13,21
1433834,2760,prior,1,6,18,
2408966,2760,prior,2,6,11,21
3359179,2760,prior,3,6,18,14
3253661,2760,prior,4,0,0,15
1774475,2760,prior,5,0,12,7
2626562,2760,prior,6,6,11,6
2902909,2760,prior,7,0,0,8
2034060,2760,prior,8,5,19,19
2520272,2760,prior,9,6,13,30
3296307,2760,prior,10,2,15,17
2873876,2760,prior,11,3,17,15
783066,2760,prior,12,5,16,16
350728,2760,prior,13,0,15,30
1208262,2760,prior,14,1,14,30
400788,2760,test,15,4,19,17
2711952,2761,prior,1,5,9,
1374145,2761,prior,2,4,9,13
2504526,2761,prior,3,5,14,8
2224140,2761,prior,4,5,12,30
2061608,2761,prior,5,3,11,30
2390627,2761,prior,6,1,8,26
2057871,2761,prior,7,0,8,20
1835131,2761,prior,8,1,14,29
1750000,2761,prior,9,4,6,30
1421444,2761,train,10,4,7,30
185618,2762,prior,1,5,19,
2758252,2762,prior,2,5,18,7
276708,2762,prior,3,6,13,8
2896101,2762,prior,4,5,18,13
475203,2762,prior,5,4,15,30
1110120,2762,prior,6,5,17,8
604769,2762,prior,7,0,15,23
278376,2762,prior,8,6,13,20
2167777,2762,prior,9,5,9,6
501273,2762,prior,10,6,16,8
1373150,2762,prior,11,5,13,30
1146246,2762,test,12,0,9,9
1300920,2763,prior,1,2,18,
2086524,2763,prior,2,6,19,25
1475550,2763,prior,3,1,19,2
881418,2763,prior,4,3,16,16
1201447,2763,prior,5,1,19,19
580860,2763,train,6,1,21,7
1711446,2764,prior,1,5,17,
817544,2764,prior,2,0,15,9
323237,2764,prior,3,4,16,4
261537,2764,prior,4,5,13,8
2927360,2764,prior,5,4,16,6
910887,2764,prior,6,5,14,1
2032635,2764,prior,7,0,11,9
205059,2764,prior,8,5,14,5
1524191,2764,prior,9,5,15,7
3004855,2764,prior,10,1,17,10
1665045,2764,prior,11,5,14,4
603852,2764,prior,12,5,13,7
1652097,2764,prior,13,3,17,5
2979618,2764,prior,14,1,18,5
167045,2764,prior,15,3,18,9
1506255,2764,prior,16,6,9,10
1871683,2764,prior,17,6,16,7
2750876,2764,prior,18,6,11,7
2600217,2764,prior,19,1,18,2
948265,2764,prior,20,6,14,5
396133,2764,prior,21,6,9,14
903215,2764,prior,22,0,9,8
854846,2764,prior,23,6,11,6
2795141,2764,prior,24,5,11,6
1086547,2764,prior,25,6,15,8
744650,2764,prior,26,6,21,14
2794828,2764,prior,27,0,14,8
1064638,2764,prior,28,3,15,10
1697027,2764,prior,29,5,15,9
41523,2764,prior,30,6,12,8
77454,2764,prior,31,0,15,15
2722460,2764,prior,32,6,14,6
1355373,2764,prior,33,4,15,12
2071970,2764,prior,34,2,16,5
2270093,2764,prior,35,2,15,7
2475835,2764,prior,36,0,2,5
503089,2764,prior,37,4,13,18
524600,2764,prior,38,0,15,17
2832386,2764,prior,39,0,16,7
1869312,2764,prior,40,5,12,5
1791471,2764,prior,41,5,13,0
3192414,2764,prior,42,1,15,10
2391119,2764,prior,43,2,14,1
61248,2764,prior,44,3,10,15
194320,2764,prior,45,0,11,11
1214727,2764,prior,46,3,16,3
872058,2764,train,47,5,13,16
2534283,2765,prior,1,3,13,
2232799,2765,prior,2,5,13,2
105428,2765,prior,3,2,14,4
733945,2765,prior,4,3,12,8
878655,2765,prior,5,5,13,2
3415717,2765,prior,6,3,12,5
888946,2765,prior,7,1,11,5
2209347,2765,prior,8,3,12,2
1872377,2765,prior,9,0,13,4
3354354,2765,prior,10,4,9,4
1049945,2765,prior,11,3,15,13
1177095,2765,prior,12,1,13,5
3206265,2765,prior,13,4,14,3
784843,2765,prior,14,1,14,4
2203514,2765,prior,15,0,13,20
1816117,2765,prior,16,6,13,6
2441301,2765,prior,17,1,13,2
2352660,2765,prior,18,3,14,2
838874,2765,prior,19,2,13,6
1076638,2765,prior,20,0,9,5
83875,2765,prior,21,3,16,3
2007188,2765,prior,22,0,14,4
1061644,2765,prior,23,2,15,2
1469980,2765,prior,24,6,13,4
1729085,2765,prior,25,1,12,2
2746804,2765,prior,26,1,13,7
2800895,2765,prior,27,6,14,5
3311666,2765,prior,28,4,12,5
1972393,2765,prior,29,3,13,6
379742,2765,prior,30,1,14,5
3343988,2765,prior,31,0,14,6
3230664,2765,prior,32,2,14,2
3102506,2765,prior,33,1,13,6
837714,2765,prior,34,4,13,3
2831433,2765,prior,35,4,12,7
409753,2765,prior,36,2,13,5
2110259,2765,prior,37,5,11,3
515328,2765,prior,38,4,12,6
3107207,2765,prior,39,2,10,5
2249506,2765,prior,40,5,13,10
191736,2765,prior,41,2,14,4
2729068,2765,prior,42,0,13,5
389762,2765,prior,43,3,13,10
319406,2765,prior,44,6,7,17
1681223,2765,prior,45,4,13,12
2881301,2765,prior,46,2,11,12
1305535,2765,prior,47,4,11,9
1969887,2765,prior,48,2,13,12
883942,2765,prior,49,3,8,30
237569,2765,prior,50,4,10,8
2892056,2765,prior,51,2,14,5
3364750,2765,prior,52,4,2,16
896253,2765,prior,53,1,13,4
3293792,2765,prior,54,4,11,3
2925368,2765,train,55,3,11,6
2306173,2766,prior,1,5,10,
811917,2766,prior,2,4,11,30
431906,2766,prior,3,2,11,26
314114,2766,prior,4,4,17,30
2280976,2766,prior,5,3,15,27
2163235,2766,prior,6,1,11,19
594561,2766,prior,7,1,15,14
226350,2766,prior,8,5,9,18
2620070,2766,prior,9,5,11,14
363628,2766,prior,10,5,11,14
228336,2766,prior,11,5,9,14
2827871,2766,train,12,5,8,14
561139,2767,prior,1,0,16,
998567,2767,prior,2,2,16,9
1586067,2767,prior,3,0,19,30
1671363,2767,prior,4,0,18,21
488675,2767,prior,5,1,7,22
2970462,2767,prior,6,0,15,20
3322648,2767,prior,7,3,22,30
2229380,2767,prior,8,0,17,4
397181,2767,prior,9,0,11,7
2473708,2767,prior,10,1,7,8
2502465,2767,prior,11,1,23,7
2823445,2767,prior,12,1,8,21
257000,2767,prior,13,0,10,30
259479,2767,train,14,2,22,16
2618195,2768,prior,1,1,18,
2207487,2768,prior,2,3,15,2
2509211,2768,prior,3,0,18,4
835133,2768,prior,4,1,23,8
2493067,2768,prior,5,6,15,30
2545807,2768,prior,6,4,23,12
1494614,2768,prior,7,3,9,6
447953,2768,prior,8,5,10,2
2040049,2768,prior,9,5,12,30
461261,2768,prior,10,1,9,30
1604590,2768,train,11,4,16,30
2526750,2769,prior,1,3,12,
1610528,2769,prior,2,3,18,7
3093574,2769,prior,3,4,11,15
268385,2769,prior,4,4,10,21
2707446,2769,prior,5,4,12,7
1023858,2769,prior,6,6,11,16
1616451,2769,prior,7,2,11,17
856648,2769,prior,8,0,12,26
1387731,2769,prior,9,2,11,30
2175759,2769,test,10,2,10,30
1172641,2770,prior,1,6,16,
831269,2770,prior,2,0,19,8
1313002,2770,prior,3,0,14,7
3311070,2770,prior,4,2,18,9
3190111,2770,prior,5,0,18,5
1865992,2770,prior,6,1,13,8
193844,2770,prior,7,5,20,11
3298226,2770,prior,8,1,19,10
2728578,2770,prior,9,0,17,6
2242332,2770,prior,10,0,20,7
1633118,2770,prior,11,4,15,25
1911009,2770,prior,12,2,16,5
2552427,2770,prior,13,1,13,6
2261882,2770,prior,14,0,20,13
670432,2770,prior,15,4,12,4
153338,2770,prior,16,6,13,9
2476439,2770,prior,17,0,11,8
2338018,2770,prior,18,3,15,3
2807894,2770,prior,19,0,8,4
1251351,2770,prior,20,1,21,1
2954958,2770,prior,21,0,16,6
1442896,2770,prior,22,0,12,7
563396,2770,prior,23,1,11,8
397342,2770,prior,24,0,10,6
2485136,2770,prior,25,6,7,6
2971300,2770,prior,26,2,11,3
169668,2770,prior,27,1,10,6
1359682,2770,prior,28,0,8,6
3103563,2770,test,29,0,20,7
3279895,2771,prior,1,6,21,
2651501,2771,prior,2,0,11,8
345564,2771,prior,3,6,10,30
3162605,2771,prior,4,6,18,7
2835551,2771,prior,5,6,17,7
578757,2771,prior,6,6,22,14
2154030,2771,prior,7,6,21,21
1570717,2771,prior,8,6,15,14
2973068,2771,prior,9,6,14,7
2446736,2771,prior,10,6,15,28
2923106,2771,prior,11,6,20,14
607901,2771,prior,12,4,14,5
363652,2771,prior,13,5,22,8
331877,2771,prior,14,5,21,7
680127,2771,prior,15,5,20,7
817885,2771,prior,16,6,9,8
1641974,2771,prior,17,6,12,14
2534043,2771,test,18,6,12,30
1629119,2772,prior,1,3,10,
2866858,2772,prior,2,3,15,7
3229968,2772,prior,3,3,11,14
1073375,2772,prior,4,3,11,0
2032283,2772,prior,5,2,13,6
2281057,2772,prior,6,0,15,5
533767,2772,prior,7,5,9,5
853122,2772,prior,8,1,15,3
2379743,2772,prior,9,5,12,25
817000,2772,prior,10,1,9,3
1789820,2772,prior,11,4,13,30
1002072,2772,test,12,4,13,0
2579720,2773,prior,1,4,15,
1065145,2773,prior,2,2,13,12
1231469,2773,prior,3,3,14,8
250781,2773,prior,4,5,13,9
1533851,2773,prior,5,4,1,13
603330,2773,prior,6,0,12,17
300857,2773,prior,7,0,13,28
1147713,2773,prior,8,1,15,8
2388739,2773,prior,9,0,3,6
2724901,2773,prior,10,3,19,10
1340303,2773,prior,11,5,13,9
1967844,2773,prior,12,5,13,0
2807790,2773,prior,13,2,14,11
2987423,2773,prior,14,3,13,29
1604542,2773,prior,15,0,2,18
65814,2773,prior,16,4,17,11
2522252,2773,prior,17,1,3,18
2471725,2773,prior,18,1,22,28
2626234,2773,prior,19,0,14,20
3097958,2773,test,20,4,3,25
2055265,2774,prior,1,5,11,
2290616,2774,prior,2,0,16,16
1580051,2774,prior,3,2,13,2
579947,2774,prior,4,0,18,19
1714486,2774,prior,5,3,14,10
2921801,2774,prior,6,2,14,13
2508127,2774,prior,7,0,9,5
422216,2774,prior,8,2,7,2
3017238,2774,prior,9,5,16,3
543809,2774,prior,10,4,16,13
1796930,2774,prior,11,5,9,8
776907,2774,prior,12,6,10,1
1020701,2774,prior,13,2,9,3
607401,2774,prior,14,3,13,1
503543,2774,prior,15,3,21,7
2024042,2774,prior,16,1,12,12
2103445,2774,prior,17,6,7,5
104102,2774,prior,18,0,13,1
3382587,2774,prior,19,4,9,4
2571037,2774,prior,20,0,13,10
2541906,2774,prior,21,6,12,6
794507,2774,prior,22,1,9,2
278724,2774,prior,23,5,11,4
2606092,2774,prior,24,0,9,2
2383286,2774,prior,25,1,10,15
1747911,2774,train,26,1,13,14
2868838,2775,prior,1,3,10,
2090516,2775,prior,2,0,9,30
1999080,2775,prior,3,5,21,26
2997066,2775,prior,4,2,20,30
1974663,2775,prior,5,6,9,30
2739560,2775,prior,6,1,9,23
1800787,2775,prior,7,5,18,30
1299280,2775,prior,8,3,10,30
539240,2775,train,9,2,8,30
1555098,2776,prior,1,0,17,
2510936,2776,prior,2,6,10,6
23901,2776,prior,3,1,13,16
1024348,2776,prior,4,0,18,6
3175984,2776,prior,5,0,19,7
2362768,2776,prior,6,1,13,8
1827935,2776,prior,7,0,18,6
938890,2776,prior,8,0,18,21
2817565,2776,prior,9,0,15,7
2108684,2776,prior,10,1,13,15
477732,2776,prior,11,0,15,6
1305347,2776,prior,12,1,7,30
3035639,2776,prior,13,5,16,25
2688019,2776,prior,14,2,18,18
1223989,2776,prior,15,0,16,12
602264,2776,prior,16,0,12,7
2968940,2776,prior,17,6,0,6
1678919,2776,prior,18,5,18,6
1103832,2776,prior,19,5,17,14
1732365,2776,test,20,6,20,15
450942,2777,prior,1,6,14,
3155971,2777,prior,2,1,19,2
916556,2777,prior,3,5,20,18
2400191,2777,prior,4,3,20,30
2561097,2777,prior,5,0,17,11
1822843,2777,prior,6,2,20,16
1541630,2777,prior,7,4,20,9
3011780,2777,prior,8,4,20,7
3027137,2777,prior,9,6,18,23
2285962,2777,prior,10,1,20,9
2059956,2777,prior,11,1,20,7
3153017,2777,prior,12,1,20,7
1188571,2777,prior,13,6,18,12
2288155,2777,prior,14,5,19,20
2130937,2777,prior,15,6,17,22
2222847,2777,prior,16,0,18,8
814,2777,prior,17,0,19,21
2077703,2777,prior,18,3,19,30
962669,2777,test,19,0,19,30
2968069,2778,prior,1,5,10,
2899490,2778,prior,2,1,7,10
781863,2778,prior,3,5,8,4
1249489,2778,prior,4,2,9,4
1183272,2778,prior,5,3,7,15
3136700,2778,prior,6,0,12,4
806830,2778,prior,7,6,12,6
2019583,2778,prior,8,0,17,8
2368004,2778,prior,9,6,9,13
378007,2778,prior,10,1,8,30
353184,2778,prior,11,4,10,30
2092155,2778,prior,12,2,18,5
2251635,2778,prior,13,2,18,7
1821595,2778,prior,14,4,9,23
787551,2778,prior,15,4,23,14
832381,2778,prior,16,6,21,2
746554,2778,prior,17,6,5,14
1104138,2778,prior,18,6,17,30
63146,2778,test,19,4,18,12
2750511,2779,prior,1,1,14,
893054,2779,prior,2,4,9,3
264524,2779,prior,3,2,7,5
108979,2779,prior,4,2,14,7
2124819,2779,prior,5,1,11,20
1392872,2779,prior,6,6,18,5
1431615,2779,prior,7,5,14,6
1299433,2779,prior,8,1,10,3
782584,2779,prior,9,2,9,15
3300969,2779,prior,10,3,8,15
2927687,2779,prior,11,6,1,10
2972549,2779,prior,12,4,13,5
961644,2779,prior,13,1,7,18
417479,2779,prior,14,1,16,21
1475920,2779,prior,15,3,14,2
2750790,2779,prior,16,3,13,7
312540,2779,prior,17,5,8,30
2401103,2779,prior,18,1,11,3
934183,2779,prior,19,4,14,17
2533116,2779,prior,20,0,15,3
3044934,2779,prior,21,1,13,1
581182,2779,prior,22,2,11,8
3110775,2779,prior,23,3,15,8
1347775,2779,prior,24,3,15,7
1322518,2779,prior,25,2,8,13
3105593,2779,prior,26,5,5,30
1944640,2779,prior,27,4,14,6
2632572,2779,prior,28,0,16,10
234947,2779,prior,29,3,6,24
3009315,2779,prior,30,5,15,9
2907747,2779,test,31,2,15,4
3392622,2780,prior,1,1,10,
188077,2780,prior,2,3,11,30
1604394,2780,prior,3,3,11,30
3068101,2780,train,4,3,13,14
2758991,2781,prior,1,6,17,
